mpg,cyl,disp,power,weight,acce,model,mpg_norm,disp_norm,power_norm,weight_norm,acce_norm,kpl
17.0,6,250.0,100.0,3329,15.5,71,0.2127659574468085,0.4702842377260982,0.2934782608695652,0.4865324638502977,0.4464285714285714,7.23
19.0,6,250.0,88.0,3302,15.5,71,0.26595744680851063,0.4702842377260982,0.2282608695652174,0.47887723277573013,0.4464285714285714,8.08
18.0,6,232.0,100.0,3288,15.5,71,0.2393617021276596,0.42377260981912146,0.2934782608695652,0.4749078537000283,0.4464285714285714,7.65
14.0,8,350.0,165.0,4209,12.0,71,0.1329787234042553,0.7286821705426357,0.6467391304347826,0.736036291465835,0.23809523809523803,5.95
14.0,8,400.0,175.0,4464,11.5,71,0.1329787234042553,0.8578811369509045,0.7010869565217391,0.8083356960589737,0.20833333333333337,5.95
14.0,8,351.0,153.0,4154,13.5,71,0.1329787234042553,0.7312661498708011,0.5815217391304348,0.7204423022398639,0.32738095238095233,5.95
14.0,8,318.0,150.0,4096,13.0,71,0.1329787234042553,0.6459948320413437,0.5652173913043478,0.7039977317833853,0.29761904761904756,5.95
12.0,8,383.0,180.0,4955,11.5,71,0.0797872340425532,0.813953488372093,0.7282608695652174,0.9475474907853699,0.20833333333333337,5.1
13.0,8,400.0,170.0,4746,12.0,71,0.10638297872340427,0.8578811369509045,0.6739130434782609,0.8882903317266798,0.23809523809523803,5.53
13.0,8,400.0,175.0,5140,12.0,71,0.10638297872340427,0.8578811369509045,0.7010869565217391,1.0,0.23809523809523803,5.53
18.0,6,258.0,110.0,2962,13.5,71,0.2393617021276596,0.49095607235142125,0.34782608695652173,0.3824780266515452,0.32738095238095233,7.65
22.0,4,140.0,72.0,2408,19.0,71,0.3457446808510638,0.18604651162790697,0.14130434782608692,0.22540402608449106,0.6547619047619048,9.35
19.0,6,250.0,100.0,3282,15.0,71,0.26595744680851063,0.4702842377260982,0.2934782608695652,0.4732066912390134,0.41666666666666663,8.08
18.0,6,250.0,88.0,3139,14.5,71,0.2393617021276596,0.4702842377260982,0.2282608695652174,0.43266231925148857,0.38690476190476186,7.65
23.0,4,122.0,86.0,2220,14.0,71,0.3723404255319148,0.1395348837209302,0.21739130434782605,0.17210093563935358,0.3571428571428571,9.78
28.0,4,116.0,90.0,2123,14.0,71,0.5053191489361701,0.12403100775193798,0.2391304347826087,0.14459880918627732,0.3571428571428571,11.9
30.0,4,79.0,70.0,2074,19.5,71,0.5585106382978723,0.028423772609819126,0.13043478260869562,0.13070598242132125,0.6845238095238094,12.75
30.0,4,88.0,76.0,2065,14.5,71,0.5585106382978723,0.051679586563307484,0.16304347826086957,0.1281542387297987,0.38690476190476186,12.75
31.0,4,71.0,65.0,1773,19.0,71,0.5851063829787234,0.00775193798449611,0.1032608695652174,0.045364332293734044,0.6547619047619048,13.18
35.0,4,72.0,69.0,1613,18.0,71,0.6914893617021276,0.01033591731266148,0.125,0.0,0.5952380952380952,14.88
27.0,4,97.0,60.0,1834,19.0,71,0.4787234042553191,0.07493540051679587,0.07608695652173914,0.06265948398072019,0.6547619047619048,11.48
26.0,4,91.0,70.0,1955,20.5,71,0.4521276595744681,0.05943152454780362,0.13043478260869562,0.0969662602778566,0.744047619047619,11.05
24.0,4,113.0,95.0,2278,15.5,72,0.39893617021276595,0.11627906976744184,0.2663043478260869,0.1885455060958322,0.4464285714285714,10.2
25.0,4,97.5,80.0,2126,17.0,72,0.42553191489361697,0.07622739018087854,0.18478260869565216,0.14544939041678484,0.5357142857142857,10.63
23.0,4,97.0,54.0,2254,23.5,72,0.3723404255319148,0.07493540051679587,0.04347826086956519,0.18174085625177205,0.9226190476190476,9.78
20.0,4,140.0,90.0,2408,19.5,72,0.29255319148936165,0.18604651162790697,0.2391304347826087,0.22540402608449106,0.6845238095238094,8.5
21.0,4,122.0,86.0,2226,16.5,72,0.3191489361702128,0.1395348837209302,0.21739130434782605,0.17380209810036862,0.5059523809523809,8.93
13.0,8,350.0,165.0,4274,12.0,72,0.10638297872340427,0.7286821705426357,0.6467391304347826,0.7544655514601645,0.23809523809523803,5.53
14.0,8,400.0,175.0,4385,12.0,72,0.1329787234042553,0.8578811369509045,0.7010869565217391,0.7859370569889425,0.23809523809523803,5.95
15.0,8,318.0,150.0,4135,13.5,72,0.15957446808510636,0.6459948320413437,0.5652173913043478,0.7150552877799831,0.32738095238095233,6.38
14.0,8,351.0,153.0,4129,13.0,72,0.1329787234042553,0.7312661498708011,0.5815217391304348,0.713354125318968,0.29761904761904756,5.95
17.0,8,304.0,150.0,3672,11.5,72,0.2127659574468085,0.6098191214470284,0.5652173913043478,0.58378225120499,0.20833333333333337,7.23
11.0,8,429.0,208.0,4633,11.0,72,0.05319148936170212,0.9328165374677002,0.8804347826086956,0.8562517720442303,0.1785714285714286,4.68
13.0,8,350.0,155.0,4502,13.5,72,0.10638297872340427,0.7286821705426357,0.592391304347826,0.8191097249787355,0.32738095238095233,5.53
12.0,8,350.0,160.0,4456,13.5,72,0.0797872340425532,0.7286821705426357,0.6195652173913043,0.8060674794442869,0.32738095238095233,5.1
13.0,8,400.0,190.0,4422,12.5,72,0.10638297872340427,0.8578811369509045,0.7826086956521738,0.7964275588318684,0.2678571428571428,5.53
19.0,3,70.0,97.0,2330,13.5,72,0.26595744680851063,0.00516795865633074,0.27717391304347827,0.20328891409129568,0.32738095238095233,8.08
15.0,8,304.0,150.0,3892,12.5,72,0.15957446808510636,0.6098191214470284,0.5652173913043478,0.6461582081088745,0.2678571428571428,6.38
13.0,8,307.0,130.0,4098,14.0,72,0.10638297872340427,0.6175710594315246,0.4565217391304348,0.7045647859370571,0.3571428571428571,5.53
13.0,8,302.0,140.0,4294,16.0,72,0.10638297872340427,0.6046511627906976,0.5108695652173912,0.7601360929968811,0.47619047619047616,5.53
14.0,8,318.0,150.0,4077,14.0,72,0.1329787234042553,0.6459948320413437,0.5652173913043478,0.6986107173235044,0.3571428571428571,5.95
18.0,4,121.0,112.0,2933,14.5,72,0.2393617021276596,0.13695090439276486,0.3586956521739131,0.374255741423306,0.38690476190476186,7.65
22.0,4,121.0,76.0,2511,18.0,72,0.3457446808510638,0.13695090439276486,0.16304347826086957,0.25460731499858236,0.5952380952380952,9.35
21.0,4,120.0,87.0,2979,19.5,72,0.3191489361702128,0.13436692506459946,0.22282608695652173,0.3872979869577545,0.6845238095238094,8.93
26.0,4,96.0,69.0,2189,18.0,72,0.4521276595744681,0.07235142118863047,0.125,0.16331159625744263,0.5952380952380952,11.05
22.0,4,122.0,86.0,2395,16.0,72,0.3457446808510638,0.1395348837209302,0.21739130434782605,0.22171817408562522,0.47619047619047616,9.35
28.0,4,97.0,92.0,2288,17.0,72,0.5053191489361701,0.07493540051679587,0.25,0.19138077686419053,0.5357142857142857,11.9
23.0,4,120.0,97.0,2506,14.5,72,0.3723404255319148,0.13436692506459946,0.27717391304347827,0.2531896796144032,0.38690476190476186,9.78
28.0,4,98.0,80.0,2164,15.0,72,0.5053191489361701,0.07751937984496121,0.18478260869565216,0.1562234193365466,0.41666666666666663,11.9
27.0,4,97.0,88.0,2100,16.5,72,0.4787234042553191,0.07493540051679587,0.2282608695652174,0.13807768641905305,0.5059523809523809,11.48
13.0,8,350.0,175.0,4100,13.0,73,0.10638297872340427,0.7286821705426357,0.7010869565217391,0.7051318400907286,0.29761904761904756,5.53
14.0,8,304.0,150.0,3672,11.5,73,0.1329787234042553,0.6098191214470284,0.5652173913043478,0.58378225120499,0.20833333333333337,5.95
13.0,8,350.0,145.0,3988,13.0,73,0.10638297872340427,0.7286821705426357,0.5380434782608695,0.6733768074851149,0.29761904761904756,5.53
14.0,8,302.0,137.0,4042,14.5,73,0.1329787234042553,0.6046511627906976,0.4945652173913043,0.68868726963425,0.38690476190476186,5.95
15.0,8,318.0,150.0,3777,12.5,73,0.15957446808510636,0.6459948320413437,0.5652173913043478,0.613552594272753,0.2678571428571428,6.38
12.0,8,429.0,198.0,4952,11.5,73,0.0797872340425532,0.9328165374677002,0.826086956521739,0.9466969095548624,0.20833333333333337,5.1
13.0,8,400.0,150.0,4464,12.0,73,0.10638297872340427,0.8578811369509045,0.5652173913043478,0.8083356960589737,0.23809523809523803,5.53
13.0,8,351.0,158.0,4363,13.0,73,0.10638297872340427,0.7312661498708011,0.608695652173913,0.779699461298554,0.29761904761904756,5.53
14.0,8,318.0,150.0,4237,14.5,73,0.1329787234042553,0.6459948320413437,0.5652173913043478,0.7439750496172385,0.38690476190476186,5.95
13.0,8,440.0,215.0,4735,11.0,73,0.10638297872340427,0.9612403100775193,0.9184782608695652,0.8851715338814857,0.1785714285714286,5.53
12.0,8,455.0,225.0,4951,11.0,73,0.0797872340425532,1.0,0.9728260869565217,0.9464133824780266,0.1785714285714286,5.1
13.0,8,360.0,175.0,3821,11.0,73,0.10638297872340427,0.7545219638242894,0.7010869565217391,0.62602778565353,0.1785714285714286,5.53
18.0,6,225.0,105.0,3121,16.5,73,0.2393617021276596,0.40568475452196384,0.32065217391304346,0.42755883186844346,0.5059523809523809,7.65
16.0,6,250.0,100.0,3278,18.0,73,0.18617021276595744,0.4702842377260982,0.2934782608695652,0.47207258293167,0.5952380952380952,6.8
18.0,6,232.0,100.0,2945,16.0,73,0.2393617021276596,0.42377260981912146,0.2934782608695652,0.37765806634533594,0.47619047619047616,7.65
18.0,6,250.0,88.0,3021,16.5,73,0.2393617021276596,0.4702842377260982,0.2282608695652174,0.3992061241848597,0.5059523809523809,7.65
23.0,6,198.0,95.0,2904,16.0,73,0.3723404255319148,0.3359173126614987,0.2663043478260869,0.36603345619506666,0.47619047619047616,9.78
26.0,4,97.0,46.0,1950,21.0,73,0.4521276595744681,0.07493540051679587,0.0,0.09554862489367733,0.7738095238095238,11.05
11.0,8,400.0,150.0,4997,14.0,73,0.05319148936170212,0.8578811369509045,0.5652173913043478,0.9594556280124752,0.3571428571428571,4.68
12.0,8,400.0,167.0,4906,12.5,73,0.0797872340425532,0.8578811369509045,0.6576086956521738,0.9336546640204139,0.2678571428571428,5.1
13.0,8,360.0,170.0,4654,13.0,73,0.10638297872340427,0.7545219638242894,0.6739130434782609,0.8622058406577827,0.29761904761904756,5.53
12.0,8,350.0,180.0,4499,12.5,73,0.0797872340425532,0.7286821705426357,0.7282608695652174,0.818259143748228,0.2678571428571428,5.1
18.0,6,232.0,100.0,2789,15.0,73,0.2393617021276596,0.42377260981912146,0.2934782608695652,0.3334278423589453,0.41666666666666663,7.65
20.0,4,97.0,88.0,2279,19.0,73,0.29255319148936165,0.07493540051679587,0.2282608695652174,0.18882903317266797,0.6547619047619048,8.5
21.0,4,140.0,72.0,2401,19.5,73,0.3191489361702128,0.18604651162790697,0.14130434782608692,0.22341933654664026,0.6845238095238094,8.93
22.0,4,108.0,94.0,2379,16.5,73,0.3457446808510638,0.10335917312661497,0.26086956521739124,0.21718174085625175,0.5059523809523809,9.35
18.0,3,70.0,90.0,2124,13.5,73,0.2393617021276596,0.00516795865633074,0.2391304347826087,0.1448823362631131,0.32738095238095233,7.65
19.0,4,122.0,85.0,2310,18.5,73,0.26595744680851063,0.1395348837209302,0.21195652173913043,0.19761837255457892,0.6249999999999999,8.08
21.0,6,155.0,107.0,2472,14.0,73,0.3191489361702128,0.2248062015503876,0.3315217391304348,0.24354975900198472,0.3571428571428571,8.93
26.0,4,98.0,90.0,2265,15.5,73,0.4521276595744681,0.07751937984496121,0.2391304347826087,0.18485965409696625,0.4464285714285714,11.05
15.0,8,350.0,145.0,4082,13.0,73,0.15957446808510636,0.7286821705426357,0.5380434782608695,0.7000283527076835,0.29761904761904756,6.38
16.0,8,400.0,230.0,4278,9.5,73,0.18617021276595744,0.8578811369509045,1.0,0.7555996597675078,0.0892857142857143,6.8
29.0,4,68.0,49.0,1867,19.5,73,0.5319148936170213,0.0,0.016304347826086973,0.07201587751630278,0.6845238095238094,12.33
24.0,4,116.0,75.0,2158,15.5,73,0.39893617021276595,0.12403100775193798,0.1576086956521739,0.15452225687553167,0.4464285714285714,10.2
20.0,4,114.0,91.0,2582,14.0,73,0.29255319148936165,0.11886304909560724,0.24456521739130432,0.2747377374539268,0.3571428571428571,8.5
19.0,4,121.0,112.0,2868,15.5,73,0.26595744680851063,0.13695090439276486,0.3586956521739131,0.35582648142897644,0.4464285714285714,8.08
15.0,8,318.0,150.0,3399,11.0,73,0.15957446808510636,0.6459948320413437,0.5652173913043478,0.5063793592288064,0.1785714285714286,6.38
24.0,4,121.0,110.0,2660,14.0,73,0.39893617021276595,0.13695090439276486,0.34782608695652173,0.2968528494471222,0.3571428571428571,10.2
20.0,6,156.0,122.0,2807,13.5,73,0.29255319148936165,0.22739018087855295,0.4130434782608695,0.3385313297419904,0.32738095238095233,8.5
11.0,8,350.0,180.0,3664,11.0,73,0.05319148936170212,0.7286821705426357,0.7282608695652174,0.5815140345903035,0.1785714285714286,4.68
20.0,6,198.0,95.0,3102,16.5,74,0.29255319148936165,0.3359173126614987,0.2663043478260869,0.4221718174085626,0.5059523809523809,8.5
21.0,6,200.0,104.18939393939394,2875,17.0,74,0.3191489361702128,0.3410852713178295,0.3162467061923584,0.35781117096682735,0.5357142857142857,8.93
19.0,6,232.0,100.0,2901,16.0,74,0.26595744680851063,0.42377260981912146,0.2934782608695652,0.36518287496455915,0.47619047619047616,8.08
15.0,6,250.0,100.0,3336,17.0,74,0.15957446808510636,0.4702842377260982,0.2934782608695652,0.4885171533881486,0.5357142857142857,6.38
31.0,4,79.0,67.0,1950,19.0,74,0.5851063829787234,0.028423772609819126,0.1141304347826087,0.09554862489367733,0.6547619047619048,13.18
26.0,4,122.0,80.0,2451,16.5,74,0.4521276595744681,0.1395348837209302,0.18478260869565216,0.2375956903884321,0.5059523809523809,11.05
32.0,4,71.0,65.0,1836,21.0,74,0.6117021276595744,0.00775193798449611,0.1032608695652174,0.06322653813439183,0.7738095238095238,13.6
25.0,4,140.0,75.0,2542,17.0,74,0.42553191489361697,0.18604651162790697,0.1576086956521739,0.2633966543804933,0.5357142857142857,10.63
16.0,6,250.0,100.0,3781,17.0,74,0.18617021276595744,0.4702842377260982,0.2934782608695652,0.6146867025800965,0.5357142857142857,6.8
16.0,6,258.0,110.0,3632,18.0,74,0.18617021276595744,0.49095607235142125,0.34782608695652173,0.5724411681315565,0.5952380952380952,6.8
18.0,6,225.0,105.0,3613,16.5,74,0.2393617021276596,0.40568475452196384,0.32065217391304346,0.5670541536716757,0.5059523809523809,7.65
16.0,8,302.0,140.0,4141,14.0,74,0.18617021276595744,0.6046511627906976,0.5108695652173912,0.7167564502409981,0.3571428571428571,6.8
13.0,8,350.0,150.0,4699,14.5,74,0.10638297872340427,0.7286821705426357,0.5652173913043478,0.8749645591153955,0.38690476190476186,5.53
14.0,8,318.0,150.0,4457,13.5,74,0.1329787234042553,0.6459948320413437,0.5652173913043478,0.8063510065211227,0.32738095238095233,5.95
14.0,8,302.0,140.0,4638,16.0,74,0.1329787234042553,0.6046511627906976,0.5108695652173912,0.8576694074284094,0.47619047619047616,5.95
14.0,8,304.0,150.0,4257,15.5,74,0.1329787234042553,0.6098191214470284,0.5652173913043478,0.7496455911539551,0.4464285714285714,5.95
29.0,4,98.0,83.0,2219,16.5,74,0.5319148936170213,0.07751937984496121,0.20108695652173914,0.1718174085625177,0.5059523809523809,12.33
26.0,4,79.0,67.0,1963,15.5,74,0.4521276595744681,0.028423772609819126,0.1141304347826087,0.09923447689254328,0.4464285714285714,11.05
26.0,4,97.0,78.0,2300,14.5,74,0.4521276595744681,0.07493540051679587,0.17391304347826086,0.1947831017862206,0.38690476190476186,11.05
31.0,4,76.0,52.0,1649,16.5,74,0.5851063829787234,0.020671834625322988,0.03260869565217389,0.010206974766090171,0.5059523809523809,13.18
32.0,4,83.0,61.0,2003,19.0,74,0.6117021276595744,0.038759689922480606,0.08152173913043476,0.11057555996597679,0.6547619047619048,13.6
28.0,4,90.0,75.0,2125,14.5,74,0.5053191489361701,0.056847545219638224,0.1576086956521739,0.14516586333994896,0.38690476190476186,11.9
24.0,4,90.0,75.0,2108,15.5,74,0.39893617021276595,0.056847545219638224,0.1576086956521739,0.14034590303373973,0.4464285714285714,10.2
26.0,4,116.0,75.0,2246,14.0,74,0.4521276595744681,0.12403100775193798,0.1576086956521739,0.17947263963708537,0.3571428571428571,11.05
24.0,4,120.0,97.0,2489,15.0,74,0.39893617021276595,0.13436692506459946,0.27717391304347827,0.24836971930819396,0.41666666666666663,10.2
26.0,4,108.0,93.0,2391,15.5,74,0.4521276595744681,0.10335917312661497,0.2554347826086957,0.22058406577828182,0.4464285714285714,11.05
31.0,4,79.0,67.0,2000,16.0,74,0.5851063829787234,0.028423772609819126,0.1141304347826087,0.10972497873546927,0.47619047619047616,13.18
19.0,6,225.0,95.0,3264,16.0,75,0.26595744680851063,0.40568475452196384,0.2663043478260869,0.46810320385596826,0.47619047619047616,8.08
18.0,6,250.0,105.0,3459,16.0,75,0.2393617021276596,0.4702842377260982,0.32065217391304346,0.5233909838389567,0.47619047619047616,7.65
15.0,6,250.0,72.0,3432,21.0,75,0.15957446808510636,0.4702842377260982,0.14130434782608692,0.515735752764389,0.7738095238095238,6.38
15.0,6,250.0,72.0,3158,19.5,75,0.15957446808510636,0.4702842377260982,0.14130434782608692,0.43804933371136945,0.6845238095238094,6.38
16.0,8,400.0,170.0,4668,11.5,75,0.18617021276595744,0.8578811369509045,0.6739130434782609,0.8661752197334845,0.20833333333333337,6.8
15.0,8,350.0,145.0,4440,14.0,75,0.15957446808510636,0.7286821705426357,0.5380434782608695,0.8015310462149136,0.3571428571428571,6.38
16.0,8,318.0,150.0,4498,14.5,75,0.18617021276595744,0.6459948320413437,0.5652173913043478,0.8179756166713922,0.38690476190476186,6.8
14.0,8,351.0,148.0,4657,13.5,75,0.1329787234042553,0.7312661498708011,0.5543478260869565,0.8630564218882902,0.32738095238095233,5.95
17.0,6,231.0,110.0,3907,21.0,75,0.2127659574468085,0.4211886304909561,0.34782608695652173,0.6504111142614121,0.7738095238095238,7.23
16.0,6,250.0,105.0,3897,18.5,75,0.18617021276595744,0.4702842377260982,0.32065217391304346,0.6475758434930535,0.6249999999999999,6.8
15.0,6,258.0,110.0,3730,19.0,75,0.15957446808510636,0.49095607235142125,0.34782608695652173,0.6002268216614687,0.6547619047619048,6.38
18.0,6,225.0,95.0,3785,19.0,75,0.2393617021276596,0.40568475452196384,0.2663043478260869,0.6158208108874398,0.6547619047619048,7.65
21.0,6,231.0,110.0,3039,15.0,75,0.3191489361702128,0.4211886304909561,0.34782608695652173,0.4043096115679048,0.41666666666666663,8.93
20.0,8,262.0,110.0,3221,13.5,75,0.29255319148936165,0.5012919896640827,0.34782608695652173,0.45591153955202723,0.32738095238095233,8.5
13.0,8,302.0,129.0,3169,12.0,75,0.10638297872340427,0.6046511627906976,0.45108695652173914,0.44116813155656365,0.23809523809523803,5.53
29.0,4,97.0,75.0,2171,16.0,75,0.5319148936170213,0.07493540051679587,0.1576086956521739,0.1582081088743975,0.47619047619047616,12.33
23.0,4,140.0,83.0,2639,17.0,75,0.3723404255319148,0.18604651162790697,0.20108695652173914,0.29089878083356957,0.5357142857142857,9.78
20.0,6,232.0,100.0,2914,16.0,75,0.29255319148936165,0.42377260981912146,0.2934782608695652,0.368868726963425,0.47619047619047616,8.5
23.0,4,140.0,78.0,2592,18.5,75,0.3723404255319148,0.18604651162790697,0.17391304347826086,0.27757300822228526,0.6249999999999999,9.78
24.0,4,134.0,96.0,2702,13.5,75,0.39893617021276595,0.17054263565891475,0.2717391304347826,0.30876098667422736,0.32738095238095233,10.2
25.0,4,90.0,71.0,2223,16.5,75,0.42553191489361697,0.056847545219638224,0.1358695652173913,0.1729515168698611,0.5059523809523809,10.63
24.0,4,119.0,97.0,2545,17.0,75,0.39893617021276595,0.13178294573643412,0.27717391304347827,0.26424723561100083,0.5357142857142857,10.2
18.0,6,171.0,97.0,2984,14.5,75,0.2393617021276596,0.2661498708010336,0.27717391304347827,0.3887156223419337,0.38690476190476186,7.65
29.0,4,90.0,70.0,1937,14.0,75,0.5319148936170213,0.056847545219638224,0.13043478260869562,0.09186277289481148,0.3571428571428571,12.33
19.0,6,232.0,90.0,3211,17.0,75,0.26595744680851063,0.42377260981912146,0.2391304347826087,0.4530762687836688,0.5357142857142857,8.08
23.0,4,115.0,95.0,2694,15.0,75,0.3723404255319148,0.12144702842377259,0.2663043478260869,0.3064927700595407,0.41666666666666663,9.78
23.0,4,120.0,88.0,2957,17.0,75,0.3723404255319148,0.13436692506459946,0.2282608695652174,0.381060391267366,0.5357142857142857,9.78
22.0,4,121.0,98.0,2945,14.5,75,0.3457446808510638,0.13695090439276486,0.28260869565217395,0.37765806634533594,0.38690476190476186,9.35
25.0,4,121.0,115.0,2671,13.5,75,0.42553191489361697,0.13695090439276486,0.375,0.2999716472923164,0.32738095238095233,10.63
33.0,4,91.0,53.0,1795,17.5,75,0.6382978723404255,0.05943152454780362,0.03804347826086957,0.05160192798412244,0.5654761904761904,14.03
28.0,4,107.0,86.0,2464,15.5,76,0.5053191489361701,0.10077519379844962,0.21739130434782605,0.24128154238729804,0.4464285714285714,11.9
25.0,4,116.0,81.0,2220,16.9,76,0.42553191489361697,0.12403100775193798,0.19021739130434784,0.17210093563935358,0.5297619047619045,10.63
25.0,4,140.0,92.0,2572,14.9,76,0.42553191489361697,0.18604651162790697,0.25,0.2719024666855685,0.4107142857142857,10.63
26.0,4,98.0,79.0,2255,17.7,76,0.4521276595744681,0.07751937984496121,0.17934782608695649,0.18202438332860793,0.5773809523809522,11.05
27.0,4,101.0,83.0,2202,15.3,76,0.4787234042553191,0.08527131782945735,0.20108695652173914,0.16699744825630847,0.43452380952380953,11.48
17.5,8,305.0,140.0,4215,13.0,76,0.22606382978723402,0.6124031007751938,0.5108695652173912,0.7377374539268501,0.29761904761904756,7.44
16.0,8,318.0,150.0,4190,13.0,76,0.18617021276595744,0.6459948320413437,0.5652173913043478,0.7306492770059542,0.29761904761904756,6.8
15.5,8,304.0,120.0,3962,13.9,76,0.17287234042553193,0.6098191214470284,0.40217391304347827,0.666005103487383,0.35119047619047616,6.59
14.5,8,351.0,152.0,4215,12.8,76,0.14627659574468085,0.7312661498708011,0.5760869565217391,0.7377374539268501,0.2857142857142857,6.16
22.0,6,225.0,100.0,3233,15.4,76,0.3457446808510638,0.40568475452196384,0.2934782608695652,0.4593138644740573,0.44047619047619047,9.35
22.0,6,250.0,105.0,3353,14.5,76,0.3457446808510638,0.4702842377260982,0.32065217391304346,0.49333711369435784,0.38690476190476186,9.35
24.0,6,200.0,81.0,3012,17.6,76,0.39893617021276595,0.3410852713178295,0.19021739130434784,0.3966543804933371,0.5714285714285715,10.2
